src,true_meaning,literal_translation,mt_1,mt_2,mt_3,QE_mt_1,QE_mt_2,QE_mt_3,QE_true,QE_literal,QE_dataset_mt,DA_mt_1,DA_mt_2,DA_mt_3,DA_true,DA_literal,mt_best,QE_mt_best,mt_best_from,mt_best_DA_from,DA_mt_best,literal_gt_ref
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,To climb one's head,To climb one's head,Putting one's head through,-0.641875684261322,-0.641875684261322,-0.8241973519325256,-0.6271504759788513,-0.5736156105995178,,0.3835192024707794,0.3835192024707794,0.4053697884082794,0.9664457440376282,0.4351961016654968,To climb one's head,-0.641875684261322,mt_1,mt_3,0.4053697884082794,True
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,Sitting on one's head,Having one's head in the sand,Sitting atop one's head,-0.676139235496521,-0.627386748790741,-0.6778663396835327,-0.6932846307754517,-0.5767527222633362,,0.36749526858329773,0.3945585787296295,0.40505483746528625,0.9637761116027832,0.4102783203125,Having one's head in the sand,-0.627386748790741,mt_2,mt_3,0.40505483746528625,True
सिर ऊँचा रखना,to uphold dignity,to keep the head high,Keep your head up,"Keeping the meaning and tone, ""सिर ऊँचा रखना"" translates to ""Keep your head up"" in English.","Keeping the tone and meaning, ""Hindi: सिर ऊँचा रखना"" translates to English as:

""Keep your head up""",0.40815964341163635,-0.05348702147603035,0.1258453130722046,-0.0964759886264801,0.25641128420829773,,0.5548781752586365,0.45192837715148926,0.4498427212238312,0.9770779609680176,0.6214376091957092,Keep your head up,0.40815964341163635,mt_1,mt_1,0.5548781752586365,True
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,To have a storm on your head,To have a typhoon on your head,To have a storm on your head,-0.3446027934551239,-0.23710641264915466,-0.3446027934551239,-0.5118874907493591,-0.36278197169303894,,0.5405098795890808,0.4616468846797943,0.5405098795890808,0.9863136410713196,0.5892824530601501,To have a typhoon on your head,-0.23710641264915466,mt_2,mt_1,0.5405098795890808,True
सिर फोड़ना,to fight violently,to smash/break the head,Scratching one's head,Shaking one's head,Scratching one's head,-0.3197420835494995,-0.5109192132949829,-0.3197420835494995,-0.572536051273346,-0.5079862475395203,,0.414440393447876,0.37357696890830994,0.4144405722618103,0.9815486669540405,0.49818864464759827,Scratching one's head,-0.3197420835494995,mt_1,mt_3,0.4144405722618103,True
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,Having hair on one's head,Having hair on my head,Having hair on the head,-0.0634346753358841,-0.08574430644512177,-0.055657368153333664,-0.6730782985687256,-0.19333797693252563,,0.40845900774002075,0.3656013607978821,0.40729644894599915,0.9834718704223633,0.7112813591957092,Having hair on the head,-0.055657368153333664,mt_3,mt_1,0.40845900774002075,True
सिर का दर्द,a troublesome person,pain of the head,Dandruff,Headache,Dreadlocks,-0.5568988919258118,0.21583154797554016,-0.5785447955131531,-0.3179149925708771,0.3622816801071167,,0.49377378821372986,0.4816494286060333,0.4604972004890442,0.9840958714485168,0.4881024658679962,Headache,0.21583154797554016,mt_2,mt_1,0.49377378821372986,True
सीने में जलन,to feel envy,burning in the chest,Fire in the sink,Fire in the sink,Fire in the stove,-0.0265970341861248,-0.0265970341861248,0.0771460235118866,-0.5092122554779053,-0.27237048745155334,,0.4244249165058136,0.4244249165058136,0.4005551338195801,0.9826765656471252,0.42242181301116943,Fire in the stove,0.0771460235118866,mt_3,mt_1,0.4244249165058136,True
सीने पर बोझ,to feel guilt or burden,burden on the chest,Bleeding on the chest,Bleeding from the nose,A boil on the skin,-0.020079556852579117,-0.0898732990026474,-0.4388054311275482,-0.12047156691551208,-0.2047073245048523,,0.40922099351882935,0.4432268440723419,0.39030352234840393,0.9754967093467712,0.5845556855201721,Bleeding on the chest,-0.020079556852579117,mt_1,mt_2,0.4432268440723419,False
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,Air filling in the lungs,Air filling in the lungs,Air filling in the lungs,-0.12219713628292084,-0.12219616770744324,-0.12219616770744324,-0.39617055654525757,-0.028199419379234314,,0.4381055235862732,0.4381052851676941,0.4381052851676941,0.9806787371635437,0.497942179441452,Air filling in the lungs,-0.12219616770744324,mt_2,mt_1,0.4381055235862732,True
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,Cumin should be kept cold.,Cumin should be kept cold,Coriander (also known as Cilantro) should be cold,-0.279273122549057,-0.28797778487205505,-0.1827315092086792,-0.366872638463974,-0.5619956254959106,,0.40233051776885986,0.39960649609565735,0.3645118176937103,0.9687280058860779,0.4245692193508148,Coriander (also known as Cilantro) should be cold,-0.1827315092086792,mt_3,mt_1,0.40233051776885986,False
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,Hold your hand on the screen,Rest your hand on the screen.,Put your hand on your face.,0.04938145726919174,-0.02609683945775032,-0.19947199523448944,-0.4152413606643677,-0.30242156982421875,,0.4652259647846222,0.4702827036380768,0.40801653265953064,0.9692363142967224,0.4612984359264374,Hold your hand on the screen,0.04938145726919174,mt_1,mt_2,0.4702827036380768,True
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Don't breathe in the nose,Don't breathe in the lungs,Don't breathe in the nose,-0.22838404774665833,-0.06748220324516296,-0.22838404774665833,-0.816431999206543,-0.3753809630870819,,0.4005888104438782,0.3737904131412506,0.4005888104438782,0.9701745510101318,0.4431702196598053,Don't breathe in the lungs,-0.06748220324516296,mt_2,mt_1,0.4005888104438782,True
मन बनाना,to make up one’s mind,to make up the mind,Building the mind,Building the mind,Building the mind,-0.08017526566982269,-0.08017526566982269,-0.08017526566982269,-0.3707723915576935,-0.3577878773212433,,0.5675927996635437,0.5675927996635437,0.5675927996635437,0.9770505428314209,0.8457422256469727,Building the mind,-0.08017526566982269,mt_1,mt_1,0.5675927996635437,True
मन भर जाना,to lose interest,for the mind to become full,To fill the heart with knowledge,Fill my heart with joy,To fill the heart with knowledge,-0.04669281467795372,0.2040422260761261,-0.04669281467795372,-0.700340211391449,-0.3175041973590851,,0.5625871419906616,0.44181567430496216,0.5625871419906616,0.9806360602378845,0.5455644130706787,Fill my heart with joy,0.2040422260761261,mt_2,mt_1,0.5625871419906616,True
मन खुश करना,to please someone,to make the mind happy,To make one's heart/contentment/contentedness/contentment be joyful/excited/pleased,"To make one's heart/contentment/contented is the closest translation of ""मन खुश करना"" in this context.",To make one's mind/contented/upset (depending on context),-0.45330777764320374,-0.5577862858772278,-0.6288591623306274,-0.434183269739151,-0.1358359158039093,,0.4110267758369446,0.41802462935447693,0.4391951858997345,0.9849492907524109,0.6224592328071594,To make one's heart/contentment/contentedness/contentment be joyful/excited/pleased,-0.45330777764320374,mt_1,mt_3,0.4391951858997345,True
मन बदलना,to change opinion suddenly,to change the mind,To change one's mind,To change one's mind,To change one's mind,0.0407552495598793,0.0407552495598793,0.0407552495598793,0.09178856015205383,0.009806260466575623,,0.6946005821228027,0.6946005821228027,0.6946005821228027,0.9799429774284363,0.7067369818687439,To change one's mind,0.0407552495598793,mt_1,mt_1,0.6946005821228027,False
मन लगाकर काम करना,to work sincerely,to work having set the mind,Working with one's mind engaged,Working with one's heart,Working with one's mind engaged,-0.09561812877655029,0.14811266958713531,-0.09561897814273834,0.0071927569806575775,-0.39931270480155945,,0.6084579825401306,0.6162810921669006,0.6084581017494202,0.9867340922355652,0.6562278866767883,Working with one's heart,0.14811266958713531,mt_2,mt_2,0.6162810921669006,False
मन जीत लेना,to win hearts,to win the mind,To win the mind,To win the mind,To win the mind,-0.2044840306043625,-0.2044840306043625,-0.2044840306043625,-0.11848083138465881,-0.2584576904773712,,0.8690102696418762,0.8690102696418762,0.8690102696418762,0.9844982028007507,0.8685368895530701,To win the mind,-0.2044840306043625,mt_1,mt_1,0.8690102696418762,False
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,Before the first page fell out,Before the first page fell out.,Before the first page fell out,0.17748329043388367,0.055339373648166656,0.17748329043388367,-0.1645411252975464,0.2596757113933563,,0.5762823820114136,0.5871756076812744,0.5762823820114136,0.9633954167366028,0.8343803882598877,Before the first page fell out,0.17748329043388367,mt_1,mt_2,0.5871756076812744,True
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,Feeling bound by chains,Feeling bound by chains,Feeling tied up,0.4413417875766754,0.4413417875766754,0.07974773645401001,0.25477781891822815,0.09984323382377625,,0.7007660269737244,0.7007660269737244,0.7328457236289978,0.9802553057670593,0.8588734865188599,Feeling bound by chains,0.4413417875766754,mt_1,mt_3,0.7328457236289978,False
मेरी बुरी किस्मत,just my bad luck,my bad luck,My bad luck,My bad luck,My bad luck,0.42036277055740356,0.42036277055740356,0.42036277055740356,0.3852901756763458,0.38817259669303894,,0.9192217588424683,0.9192217588424683,0.9192217588424683,0.9906723499298096,0.932231605052948,My bad luck,0.42036277055740356,mt_1,mt_1,0.9192217588424683,True
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,My victory-victory,My victory-is,My victory-is,-0.446422815322876,-0.6752618551254272,-0.6752618551254272,-0.7780970931053162,-0.7589319348335266,,0.3895847201347351,0.4040643870830536,0.4040643870830536,0.9438461661338806,0.5873979926109314,My victory-victory,-0.446422815322876,mt_1,mt_2,0.4040643870830536,True
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,Breathing in through clenched teeth,Cringing as you exit,Snapping one's fingers,0.03759182244539261,-0.3832988440990448,-0.6344795823097229,-0.49005576968193054,-0.3174389600753784,,0.4719654619693756,0.48436257243156433,0.40779441595077515,0.9450783133506775,0.6411811113357544,Breathing in through clenched teeth,0.03759182244539261,mt_1,mt_2,0.48436257243156433,True
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,Attending meetings,Attending a ghutna session,Attending a concert,-0.7545133233070374,-0.4378413259983063,-0.4263513684272766,-0.5449590086936951,-0.3995201289653778,,0.3762803077697754,0.40778061747550964,0.3953647315502167,0.9799827337265015,0.7043539881706238,Attending a concert,-0.4263513684272766,mt_3,mt_2,0.40778061747550964,True
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),Feelings of crinolines,Feelings of shoes,The feelings of children,-0.5088363289833069,-0.47636857628822327,0.10390955209732056,-0.5462431907653809,-0.47317251563072205,,0.3926645815372467,0.38110366463661194,0.47949090600013733,0.9733344912528992,0.5014261603355408,The feelings of children,0.10390955209732056,mt_3,mt_3,0.47949090600013733,True
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,To wash one's hands,To wash one's hands,To wash one's hands,-0.5147457718849182,-0.5147457718849182,-0.5147457718849182,-0.49359747767448425,-0.46197381615638733,,0.6377113461494446,0.6377113461494446,0.6377113461494446,0.9646092057228088,0.7774165272712708,To wash one's hands,-0.5147457718849182,mt_1,mt_1,0.6377113461494446,True
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,To like or to flirt,To like or be affectionate towards,Puppy-ing,-0.26396819949150085,-0.37404271960258484,-0.9577421545982361,-0.9152869582176208,-0.8648619055747986,,0.4608977735042572,0.46906301379203796,0.40522319078445435,0.970825731754303,0.48743531107902527,To like or to flirt,-0.26396819949150085,mt_1,mt_2,0.46906301379203796,True
