src,explanation_used,literal_used,final_translation,QE_final,QE_literal,QE_explanation,DA_final,DA_literal,DA_explanation,QE_final_gt_literal,DA_final_gt_literal
扬汤止沸,An ineffectual remedy,Soup to stop boiling,a band-aid solution,-0.8822416663169861,-0.45682260394096375,-0.45793417096138,0.48912298679351807,0.4018474519252777,0.9742106795310974,0.0,1.0
十室九空,Almost all (nine-tenths) houses were empty after the raid,Ten rooms and nine empty spaces,Nearly every house was empty.,-0.4798344671726227,-0.34039124846458435,-0.33754459023475647,0.7533631920814514,0.5690693259239197,0.9543202519416809,0.0,1.0
换汤不换药,The same old stuff with a different label,Change the soup but not the medicine,Same old wine in a new bottle.,-0.526075541973114,-0.635209858417511,-0.5957205891609192,0.6959996819496155,0.4679833650588989,0.9733985066413879,1.0,1.0
全力以赴,Strain every nerve,Go all out,Give it your all.,-0.10478822886943817,-0.2557108700275421,-0.9640901684761047,0.5609160661697388,0.48450538516044617,0.9563803672790527,1.0,1.0
雪中送炭,Provide timely help,Charcoal in the snow,to come to someone's aid when they need it most,-0.8309467434883118,-0.49535229802131653,-0.6923521757125854,0.5540115833282471,0.40274176001548767,0.9807981252670288,0.0,1.0
千方百计,Leave no stone unturned,Do everything possible,Leave no stone unturned.,-0.3017286956310272,-0.21018493175506592,-0.3731452524662018,0.9428713917732239,0.496386855840683,0.9664774537086487,0.0,1.0
积羽沉舟,The awesome power of sheer numbers,Accumulate feathers sink the boat,Even feathers can sink a ship.,-0.8003444075584412,-1.066448450088501,-0.7841980457305908,0.41995003819465637,0.39261680841445923,0.9589176774024963,1.0,1.0
十年寒窗,Persevere in one's long-term studies in spite of hardships,Ten years of cold window,A decade of hard study.,-0.13343490660190582,0.09549476206302643,-0.1214771568775177,0.5383700728416443,0.33289870619773865,0.9340469837188721,0.0,1.0
雨后春笋,Spring up like mushrooms,Spring bamboo shoots,Pop up like mushrooms.,-1.2377504110336304,-0.7988498210906982,-1.3014918565750122,0.8786752223968506,0.559944748878479,0.9779428839683533,0.0,1.0
凡事预则立，不预则废,Preparedness ensures success and unpreparedness spells failure,"Forewarned is forearmed, without prejudging the waste","Fail to prepare, prepare to fail.",-1.3069344758987427,-1.1202178001403809,-0.6519647240638733,0.4592837989330292,0.38428443670272827,0.9565048813819885,0.0,1.0
挥汗如雨,Drip with sweat,Sweat like rain,Sweating profusely.,-0.23545828461647034,-0.1924087405204773,-0.6093667149543762,0.715978741645813,0.7286847829818726,0.9801879525184631,0.0,0.0
稳操胜券,Have full assurance of success,Be sure to win,Have it in the bag.,-1.0243257284164429,-0.4159751832485199,-0.4567601978778839,0.5086922645568848,0.648236095905304,0.9769842624664307,0.0,0.0
两面讨好,Try to keep the favor of both sides in a dispute,Pleasing on both sides,Trying to keep both sides happy.,-0.30965229868888855,-0.09989462792873383,-0.22596341371536255,0.7408313155174255,0.6101362109184265,0.9512661695480347,0.0,1.0
雪上加霜,One disaster after another,Make matters worse,To make matters worse.,-0.35679200291633606,-0.32482802867889404,-0.1450829654932022,0.5490003228187561,0.6211284399032593,0.9786712527275085,0.0,0.0
十目所视，十手所指,One cannot do wrong without being seen,"What ten eyes see, what ten hands point to",You can't get away with it.,-1.3519257307052612,-0.542243242263794,-0.9721192717552185,0.4637572765350342,0.36137863993644714,0.9669907689094543,0.0,1.0
损人利己,Gain at others' expense,Harm others and benefit oneself,to profit at others' expense,-0.5276704430580139,-0.43957507610321045,-0.30083537101745605,0.8756287693977356,0.5859358906745911,0.9762296676635742,0.0,1.0
空中楼阁,Daydream,Castle in the sky,castles in the air,-0.38573896884918213,-0.5182854533195496,-0.939919114112854,0.4574510455131531,0.5107630491256714,0.978164553642273,1.0,0.0
雷声大，雨点小,Much said but little done,"Thunder, little rain",All talk and no action.,-0.5086365938186646,-0.12194094061851501,-0.21579891443252563,0.6816822290420532,0.46295464038848877,0.9819343686103821,0.0,1.0
匹夫有责,Every man has a share of responsibility for the fate of his country,Everyone is responsible,We all share responsibility for our country's fate.,0.08151483535766602,-0.156470388174057,0.19161474704742432,0.8425677418708801,0.6948850154876709,0.9579492211341858,1.0,1.0
穿针引线,Act as a go-between,Thread the needle,Act as a go-between,-0.8812229633331299,-0.2794813811779022,-0.8812229633331299,0.9678019285202026,0.45441168546676636,0.9678019285202026,0.0,1.0
云消云散,Vanish into thin air,The clouds dissipate,vanish into thin air,-1.3011130094528198,0.06467104703187943,-1.0462220907211304,0.9421517252922058,0.671454131603241,0.9796810150146484,0.0,1.0
搔首弄姿,(of a woman) stroke one's hair coquettishly,Scratching the head,to toss her hair flirtatiously,-0.9257568717002869,-1.0714010000228882,-1.0180176496505737,0.5909141898155212,0.4148651659488678,0.9294164180755615,1.0,1.0
两全其美,Serve a twofold purpose,Best of both worlds,Have the best of both worlds.,-0.3480491638183594,-0.34299489855766296,-0.7552623152732849,0.5439068675041199,0.5127668976783752,0.978272020816803,0.0,1.0
别久情疏,"Out of sight, out of mind",Don't be shy,"Out of sight, out of mind.",-1.061339259147644,-0.7430874705314636,-1.0365923643112183,0.9180290699005127,0.448476642370224,0.9606508612632751,0.0,1.0
化为乌有,Be reduced to zero,Turn into nothing,Vanish into thin air.,-0.5931122303009033,-0.9094207286834717,-0.7272167205810547,0.5163885354995728,0.7071236371994019,0.9793296456336975,1.0,0.0
摇旗呐喊,Voice support for,Wave the flag,cheer on,-0.625459611415863,-0.297145277261734,-0.7541112303733826,0.3952624499797821,0.48927581310272217,0.9799711108207703,0.0,0.0
化为灰烬,Reduced to ashes,Turn to ashes,Reduced to ashes.,0.12360364198684692,-0.583400309085846,0.2170535922050476,0.9646764397621155,0.6746951937675476,0.9851865768432617,1.0,1.0
力所不及,Above (beyond or out of) one's reach,Beyond the power,That's beyond me.,-0.45287245512008667,-0.8776739239692688,-0.8468290567398071,0.544551432132721,0.4989986717700958,0.9562916159629822,1.0,1.0
搜索枯肠,Rack (or ransack) one's brains (for fresh ideas or apt expressions),Search for sausage,rack one's brains,-0.9154161810874939,-0.5371434092521667,-0.7861194014549255,0.5719178318977356,0.36576879024505615,0.9093480110168457,0.0,1.0
突飞猛进,Make a spurt of progress,Advance by leaps and bounds,Make rapid progress.,0.08091120421886444,-0.16790640354156494,-0.04995138570666313,0.8918784260749817,0.6372275948524475,0.9771459102630615,1.0,1.0
青出于蓝，而胜于蓝,The pupil learns from and outdoes his teacher,The student surpasses the master,The student surpasses the teacher.,-0.8110145926475525,-0.8474417328834534,-0.8688819408416748,0.7164438366889954,0.7111193537712097,0.9535313248634338,1.0,1.0
穷兵黩武,Adopt a warlike policy,Go to war,pursue a militaristic policy,-0.6413469910621643,-1.2306164503097534,-0.7305395007133484,0.8002825975418091,0.5452991724014282,0.971945583820343,1.0,1.0
搬起石头打自己的脚,Lift a rock only to have one's toes squashed,Shoot yourself in the foot,Shoot yourself in the foot.,-0.8771393299102783,-0.8188164830207825,-0.6067748665809631,0.4979701340198517,0.48880764842033386,0.9432684779167175,0.0,1.0
化整为零,Break up the whole into parts,Rounded up to zero,Break it into smaller parts.,-0.5274191498756409,-0.29050764441490173,-0.4975200593471527,0.8611825108528137,0.4924141466617584,0.9679000377655029,0.0,1.0
力所能及,Do everything in one's power,Do your best,Do what you can.,-0.06309160590171814,-0.19332817196846008,0.020193656906485558,0.7851703763008118,0.7114923000335693,0.9724011421203613,1.0,1.0
震古铄今,Earthshaking,Shocking the past and the present,history-making,-1.0614594221115112,-0.9455282092094421,-0.7678471803665161,0.5712137222290039,0.45098617672920227,0.972995400428772,0.0,1.0
穷途末路,Dead end,No way no money,At a dead end.,-0.45276400446891785,-1.0476588010787964,-0.7074708938598633,0.8019689917564392,0.440885066986084,0.987545907497406,1.0,1.0
力挽狂澜,Make vigorous efforts to turn the tide,Turn the tide,Turn the tide,-0.7627424597740173,-0.7627424597740173,-0.03945339471101761,0.7052783370018005,0.7052783370018005,0.966528058052063,0.0,0.0
摩厉以须,Grind weapons sharp in preparation,Mo Li Yi beard,Sharpen your weapons.,-0.5853587985038757,-0.7290328741073608,-0.821972668170929,0.6951907277107239,0.3494737148284912,0.963076651096344,1.0,1.0
青云直上,Rapid advancement in one's career,Clouds go straight up,Soar to the top.,-0.6770758032798767,-0.8430883288383484,-0.5034409165382385,0.4739818572998047,0.45874354243278503,0.9655546545982361,1.0,1.0
包藏祸心,Harbor evil (or malicious) intentions,Hide evil intentions,have ulterior motives,-0.4740968346595764,-0.3365432918071747,-0.6607295274734497,0.6163364052772522,0.8015827536582947,0.9724132418632507,0.0,0.0
穷山恶水,Barren mountains and unruly rivers,Poor mountains and bad waters,"a bleak, inhospitable wilderness",-0.8335139751434326,-0.6456447243690491,-0.40768587589263916,0.5675375461578369,0.7837478518486023,0.9688883423805237,0.0,0.0
初生之犊不怕虎,Young people are fearless,Newborn calves are not afraid of tigers,Young and fearless,-0.5491565465927124,-0.31773653626441956,-0.5549529790878296,0.8578016757965088,0.480142205953598,0.9781740307807922,0.0,1.0
勿谓言之不预也,Don't say that I didn't warn you,Don't say unpredictable,Don't say I didn't warn you.,-0.8133698105812073,-0.9639431834220886,-0.7610710859298706,0.9302693605422974,0.4534447491168976,0.9636940360069275,1.0,1.0
穷则思变,Poverty gives rise to a desire for change,Being poor is changing,Necessity is the mother of invention.,-0.42711204290390015,-0.6815609931945801,-0.37983599305152893,0.609086811542511,0.48946958780288696,0.9673921465873718,1.0,1.0
靠山吃山，靠水吃水,Make use of local resources,"Relying on the mountains to eat the mountains, relying on the water to drink water",Live off the land,-1.424418568611145,-0.8293294310569763,-0.8198408484458923,0.4604051411151886,0.4526709020137787,0.97630375623703,0.0,1.0
摩肩接踵,Be jam-packed with people,Shoulder to shoulder,packed shoulder to shoulder,-0.8904693722724915,-0.7799060940742493,-1.1319078207015991,0.44621366262435913,0.3578712046146393,0.9719830751419067,0.0,1.0
非驴非马,Neither ass nor horse,Not a donkey not a horse,Neither fish nor fowl.,-1.1536942720413208,-0.8540499210357666,-1.1244158744812012,0.6431158781051636,0.6108840703964233,0.9750548005104065,0.0,1.0
两小无猜,(of a boy and a girl) be innocent playmates,Two little guesses,They were childhood playmates.,-0.4527139365673065,-0.5825487971305847,-0.8669070601463318,0.6700264811515808,0.3940107524394989,0.9559811949729919,1.0,1.0
拨乱反正,Bring order out of chaos,Set things right,Restore order.,-0.6203005313873291,-0.442489355802536,0.05447591468691826,0.5971644520759583,0.6366387009620667,0.9822946190834045,0.0,0.0
助纣为虐,Encourage oppression,Help Zhou to abuse,Aid and abet oppression.,-0.751488208770752,-0.7822583317756653,-0.45667770504951477,0.5469064116477966,0.4112224280834198,0.9879217147827148,1.0,1.0
势如破竹,With irresistible force,Like a broken bamboo,They steamrolled the opposition.,-0.7719675898551941,-0.8593302965164185,-0.8834887742996216,0.49081361293792725,0.3893992006778717,0.9748457074165344,1.0,1.0
靡靡之音,Decadent music,The Voice of Extravagance,decadent music,-0.45454975962638855,-1.1217201948165894,-0.3777602016925812,0.9565477967262268,0.5010117292404175,0.9786396622657776,1.0,1.0
窥测方向，以求一逞,Spy out the land in order to accomplish one's schemes,"Peep the direction, in order to succeed",Snoop around to pull off a scheme.,-0.9095777869224548,-0.5656712651252747,-0.6797266602516174,0.5744422674179077,0.587607204914093,0.9565291404724121,0.0,0.0
面面相觑,Look at each other at a loss about what to do,Face to face,They exchanged bewildered looks.,0.0812862366437912,-0.8334764838218689,-0.5522285103797913,0.6427834630012512,0.38900938630104065,0.9580495953559875,1.0,1.0
势成骑虎,In the position of one riding a tiger,Riding a tiger,riding a tiger,-0.9355278015136719,-0.9043611288070679,-1.115935206413269,0.6804379820823669,0.6703494191169739,0.9241237640380859,0.0,1.0
拨云见日,Sweep away the clouds and bring somebody the sunlight,Clear the clouds and see the sun,shed light on,-0.8349972367286682,-0.5474567413330078,-0.7464012503623962,0.5369384288787842,0.7575190663337708,0.952166736125946,0.0,0.0
太岁头上动土,Provoke somebody far superior in power or strength,Ground breaking on Tai Sui's head,to poke the bear,-1.1388721466064453,-0.7841939330101013,-0.8048312067985535,0.37323400378227234,0.3302532136440277,0.9645780920982361,0.0,1.0
立锥之地,A tiny bit of land,The land of the cone,Not even room to stick a pin.,-0.4020640552043915,-1.0627769231796265,-0.6740075945854187,0.45904502272605896,0.4835761487483978,0.972287118434906,1.0,0.0
奇货可居,Hoard as a rare commodity to corner the market,Strange goods to live in,to corner the market on a scarce commodity,-0.7631641030311584,-0.8438020348548889,-1.0372048616409302,0.6553673148155212,0.4439307153224945,0.9459818005561829,1.0,1.0
失魂落魄,Be scared out of one's wits,Driven to distraction,Scared out of one's wits.,-0.457929402589798,-0.9370387196540833,-0.5403499007225037,0.9258266091346741,0.5003308057785034,0.9706553816795349,1.0,1.0
奇文共赏,A remarkable work should be shared and its subjects discussed,Rewards for bizarre writing,Let's share and enjoy this remarkable piece.,-0.3264395296573639,-0.6198993921279907,-0.390698105096817,0.707768440246582,0.48888781666755676,0.955104410648346,1.0,1.0
奉陪到底,Take somebody on right to the very end,Accompany to the end,I'll stick with you to the end.,-0.19060936570167542,-0.09472110867500305,-0.5475502610206604,0.6842002272605896,0.6905617713928223,0.9585064053535461,0.0,0.0
奉行故事,Fellow old customs,Pursue the story,cling to tradition,-0.13496427237987518,-0.1630777269601822,-0.773343563079834,0.6155909299850464,0.4854066073894501,0.9834330081939697,1.0,1.0
奉若神明,Revere something as sacred,Worship as a god,Treat it like a god.,-0.9700449109077454,-0.7729846835136414,-0.5717926621437073,0.5250269770622253,0.5638161897659302,0.9753187298774719,0.0,0.0
奔走相告,Lose no time in telling each other the news,Tell each other,Tell everyone right away.,-0.7736507654190063,-0.9226059317588806,-0.5830503702163696,0.5913571715354919,0.6285185813903809,0.9560872316360474,1.0,0.0
